0.000000 0.000000
0.020000 0.019999
0.040000 0.039989
0.060000 0.059964
0.080000 0.079915
0.100000 0.099833
0.120000 0.119712
0.140000 0.139543
0.160000 0.159318
0.180000 0.179030
0.200000 0.198669
0.220000 0.218230
0.240000 0.237703
0.260000 0.257081
0.280000 0.276356
0.300000 0.295520
0.320000 0.314567
0.340000 0.333487
0.360000 0.352274
0.380000 0.370921
0.400000 0.389418
0.420000 0.407761
0.440000 0.425940
0.460000 0.443948
0.480000 0.461779
0.500000 0.479426
0.520000 0.496880
0.540000 0.514136
0.560000 0.531186
0.580000 0.548024
0.600000 0.564642
0.620000 0.581035
0.640000 0.597195
0.660000 0.613117
0.680000 0.628793
0.700000 0.644218
0.720000 0.659385
0.740000 0.674288
0.760000 0.688921
0.780000 0.703279
0.800000 0.717356
0.820000 0.731146
0.840000 0.744643
0.860000 0.757842
0.880000 0.770739
0.900000 0.783327
0.920000 0.795601
0.940000 0.807558
0.960000 0.819191
0.980000 0.830497
1.000000 0.841471
1.020000 0.852108
1.040000 0.862404
1.060000 0.872355
1.080000 0.881958
1.100000 0.891207
1.120000 0.900100
1.140000 0.908633
1.159999 0.916803
1.179999 0.924606
1.199999 0.932039
1.219999 0.939099
1.239999 0.945784
1.259999 0.952090
1.279999 0.958016
1.299999 0.963558
1.319999 0.968715
1.339999 0.973484
1.359999 0.977864
1.379999 0.981853
1.399999 0.985450
1.419999 0.988652
1.439999 0.991458
1.459999 0.993868
1.479999 0.995881
1.499999 0.997495
1.519999 0.998710
1.539999 0.999526
1.559999 0.999942
1.579999 0.999958
1.599999 0.999574
1.619999 0.998790
1.639999 0.997606
1.659999 0.996024
1.679999 0.994043
1.699999 0.991665
1.719999 0.988890
1.739999 0.985719
1.759999 0.982155
1.779999 0.978197
1.799999 0.973848
1.819999 0.969109
1.839999 0.963983
1.859999 0.958472
1.879999 0.952577
1.899999 0.946300
1.919999 0.939646
1.939999 0.932615
1.959999 0.925212
1.979999 0.917438
1.999999 0.909298
2.019999 0.900794
2.039999 0.891929
2.059999 0.882708
2.079999 0.873134
2.099999 0.863210
2.119999 0.852941
2.139999 0.842331
2.159999 0.831384
2.179999 0.820105
2.199999 0.808497
2.219999 0.796566
2.239999 0.784317
2.259999 0.771754
2.279999 0.758882
2.299999 0.745706
2.319999 0.732232
2.339998 0.718466
2.359998 0.704412
2.379998 0.690076
2.399998 0.675464
2.419998 0.660582
2.439998 0.645436
2.459998 0.630032
2.479998 0.614376
2.499998 0.598473
2.519998 0.582332
2.539998 0.565958
2.559998 0.549357
2.579998 0.532536
2.599998 0.515503
2.619998 0.498263
2.639998 0.480824
2.659998 0.463193
2.679998 0.445376
2.699998 0.427382
2.719998 0.409216
2.739998 0.390887
2.759998 0.372401
2.779998 0.353766
2.799998 0.334990
2.819998 0.316080
2.839998 0.297043
2.859998 0.277888
2.879998 0.258621
2.899998 0.239251
2.919998 0.219786
2.939998 0.200232
2.959998 0.180598
2.979998 0.160892
2.999998 0.141122
3.019998 0.121295
3.039998 0.101420
3.059998 0.081504
3.079998 0.061556
3.099998 0.041583
3.119998 0.021593
3.139998 0.001595
3.159998 -0.018404
3.179998 -0.038396
3.199998 -0.058372
3.219998 -0.078325
3.239998 -0.098246
3.259998 -0.118128
3.279998 -0.137963
3.299998 -0.157743
3.319998 -0.177460
3.339998 -0.197106
3.359998 -0.216673
3.379997 -0.236153
3.399997 -0.255539
3.419997 -0.274822
3.439997 -0.293996
3.459997 -0.313052
3.479997 -0.331983
3.499997 -0.350781
3.519997 -0.369439
3.539997 -0.387948
3.559997 -0.406303
3.579997 -0.424496
3.599997 -0.442518
3.619997 -0.460363
3.639997 -0.478025
3.659997 -0.495495
3.679997 -0.512767
3.699997 -0.529834
3.719997 -0.546689
3.739997 -0.563325
3.759997 -0.579736
3.779997 -0.595915
3.799997 -0.611856
3.819997 -0.627552
3.839997 -0.642996
